,Fight,OUTCOME
11273,Anthony Pettis  vs. Max Holloway ,L/W
11274,Matt Brown  vs. Donald Cerrone ,L/W
11275,Dooho Choi  vs. Cub Swanson ,L/W
11276,Kelvin Gastelum  vs. Tim Kennedy ,W/L
11277,Emil Meek  vs. Jordan Mein ,W/L
11278,Misha Cirkunov  vs. Nikita Krylov ,W/L
11279,Drew Dober  vs. Olivier Aubin-Mercier ,L/W
11280,Viviane Pereira  vs. Valerie Letourneau ,W/L
11281,Matthew Lopez  vs. Mitch Gagnon ,W/L
11282,Lando Vannata  vs. John Makdessi ,W/L
11283,Rustam Khabilov  vs. Jason Saggo ,W/L
11284,Dustin Ortiz  vs. Zach Makovsky ,W/L
11285,Shamil Abdurakhimov  vs. Derrick Lewis ,L/W
11286,Anthony Hamilton  vs. Francis Ngannou ,L/W
11287,Sean O'Connell  vs. Corey Anderson ,L/W
11288,Saparbeg Safarov  vs. Gian Villante ,L/W
11289,Ashley Yoder  vs. Justine Kish ,L/W
11290,Brian Camozzi  vs. Randy Brown ,L/W
11291,Gerald Meerschaert  vs. Joseph Gigliotti ,W/L
11292,Trevor Smith  vs. Andrew Sanchez ,L/W
11293,Shane Burgos  vs. Tiago dos Santos e Silva ,W/L
11294,Marc Diakiese  vs. Frankie Perez ,W/L
11295,Ryan Janes  vs. Keith Berish ,W/L
11296,JJ Aldrich  vs. Juliana Lima ,L/W
11297,Tim Elliott  vs. Demetrious Johnson ,L/W
11298,Henry Cejudo  vs. Joseph Benavidez ,L/W
11299,Jorge Masvidal  vs. Jake Ellenberger ,W/L
11300,Jared Cannonier  vs. Ion Cutelaba ,W/L
11301,Alexis Davis  vs. Sara McMann ,L/W
11302,Ryan Benoit  vs. Brandon Moreno ,L/W
11303,Ryan Hall  vs. Gray Maynard ,W/L
11304,Matt Schnell  vs. Rob Font ,L/W
11305,Brendan O'Reilly  vs. Dong Hyun Ma ,L/W
11306,Jamie Moyle  vs. Kailin Curran ,W/L
11307,Anthony Smith  vs. Elvis Mutapcic ,W/L
11308,Devin Clark  vs. Josh Stansbury ,W/L
11309,Derek Brunson  vs. Robert Whittaker ,L/W
11310,Andrew Holbrook  vs. Jake Matthews ,W/L
11311,Omari Akhmedov  vs. Kyle Noke ,W/L
11312,Alexander Volkanovski  vs. Yusuke Kasuya ,W/L
11313,Tyson Pedro  vs. Khalil Rountree Jr. ,W/L
11314,Danielle Taylor  vs. Seo Hee Ham ,W/L
11315,Chris Camozzi  vs. Daniel Kelly ,L/W
11316,Jon Tuck  vs. Damien Brown ,L/W
11317,Jonathan Meunier  vs. Richard Walsh ,W/L
11318,Geane Herrera  vs. Ben Nguyen ,L/W
11319,Jason Knight  vs. Dan Hooker ,W/L
11320,Guangyou Ning  vs. Marlon Vera ,L/W
11321,Jenel Lausa  vs. Yao Zhikui ,W/L
11322,Rogerio Nogueira  vs. Ryan Bader ,L/W
11323,Albert Morales  vs. Thomas Almeida ,L/W
11324,Cortney Casey  vs. Claudia Gadelha ,L/W
11325,Krzysztof Jotko  vs. Thales Leites ,W/L
11326,Kamaru Usman  vs. Warlley Alves ,W/L
11327,Zak Ottow  vs. Sergio Moraes ,L/W
11328,Jack Hermansson  vs. Cezar Ferreira ,L/W
11329,Gadzhimurad Antigulov  vs. Marcos Rogerio de Lima ,W/L
11330,Manvel Gamburyan  vs. Johnny Eduardo ,L/W
11331,Christian Colombo  vs. Luis Henrique ,L/W
11332,Justin Scoggins  vs. Pedro Munhoz ,L/W
11333,Darren Stewart  vs. Francimar Barroso ,NC/NC
11334,Uriah Hall  vs. Gegard Mousasi ,L/W
11335,Stevie Ray  vs. Ross Pearson ,W/L
11336,Alexander Volkov  vs. Timothy Johnson ,W/L
11337,Teruto Ishihara  vs. Artem Lobov ,L/W
11338,Jack Marshman  vs. Magnus Cedenblad ,W/L
11339,Ali Bagautinov  vs. Kyoji Horiguchi ,L/W
11340,Magomed Mustafaev  vs. Kevin Lee ,L/W
11341,Amanda Cooper  vs. Anna Elmose ,W/L
11342,Mark Godbeer  vs. Justin Ledet ,L/W
11343,Alexander Yakovlev  vs. Zak Cummings ,L/W
11344,Milana Dudieva  vs. Marion Reneau ,L/W
11345,Kwan Ho Kwak  vs. Brett Johns ,L/W
11346,Abdul Razak Alhassan  vs. Charlie Ward ,W/L
11347,Conor McGregor  vs. Eddie Alvarez ,W/L
11348,Stephen Thompson  vs. Tyron Woodley ,D/D
11349,Karolina Kowalkiewicz  vs. Joanna Jedrzejczyk ,L/W
11350,Yoel Romero  vs. Chris Weidman ,W/L
11351,Raquel Pennington  vs. Miesha Tate ,W/L
11352,Jeremy Stephens  vs. Frankie Edgar ,L/W
11353,Michael Johnson  vs. Khabib Nurmagomedov ,L/W
11354,Tim Boetsch  vs. Rafael Natal ,W/L
11355,Belal Muhammad  vs. Vicente Luque ,L/W
11356,Thiago Alves  vs. Jim Miller ,L/W
11357,Katlyn Chookagian  vs. Liz Carmouche ,L/W
11358,Tony Ferguson  vs. Rafael Dos Anjos ,W/L
11359,Marcin Held  vs. Diego Sanchez ,L/W
11360,Charles Oliveira  vs. Ricardo Lamas ,L/W
11361,Claudio Puelles  vs. Martin Bravo ,L/W
11362,Rashid Magomedov  vs. Beneil Dariush ,L/W
11363,Heather Clark  vs. Alexa Grasso ,L/W
11364,Felipe Arantes  vs. Erik Perez ,L/W
11365,Joe Soto  vs. Marco Beltran ,W/L
11366,Max Griffin  vs. Erick Montano ,W/L
11367,Douglas Silva de Andrade  vs. Henry Briones ,W/L
11368,Alex Nicholson  vs. Sam Alvey ,L/W
11369,Jason Novelli  vs. Marco Polo Reyes ,L/W
11370,Chris Avila  vs. Enrique Barzola ,L/W
11371,Dan Henderson  vs. Michael Bisping ,L/W
11372,Gegard Mousasi  vs. Vitor Belfort ,W/L
11373,Jimi Manuwa  vs. Ovince Saint Preux ,W/L
11374,Daniel Omielanczuk  vs. Stefan Struve ,L/W
11375,Russell Doane  vs. Mirsad Bektic ,L/W
11376,Iuri Alcantara  vs. Brad Pickett ,W/L
11377,Damian Stasiak  vs. Davey Grant ,W/L
11378,Albert Tumenov  vs. Leon Edwards ,L/W
11379,Marc Diakiese  vs. Lukasz Sajewski ,W/L
11380,Mike Perry  vs. Danny Roberts ,W/L
11381,Adriano Martins  vs. Leonardo Santos ,L/W
11382,John Dodson  vs. John Lineker ,L/W
11383,Alex Oliveira  vs. Will Brooks ,W/L
11384,Zak Ottow  vs. Joshua Burkman ,W/L
11385,Brandon Moreno  vs. Louis Smolka ,W/L
11386,Joachim Christensen  vs. Henrique da Silva ,L/W
11387,Andre Fili  vs. Hacran Dias ,W/L
11388,Walt Harris  vs. Shamil Abdurakhimov ,L/W
11389,Elizeu Zaleski dos Santos  vs. Keita Nakamura ,W/L
11390,Tamdan McCrory  vs. Nate Marquardt ,L/W
11391,Ion Cutelaba  vs. Jonathan Wilson ,W/L
11392,Curtis Blaydes  vs. Cody East ,W/L
11393,Ketlen Vieira  vs. Kelly Faszholz ,W/L
11394,Lina Lansberg  vs. Cristiane Justino ,L/W
11395,Phillipe Nover  vs. Renan Barao ,L/W
11396,Antonio Silva  vs. Roy Nelson ,L/W
11397,Paul Felder  vs. Francisco Trinaldo ,L/W
11398,Eric Spicely  vs. Thiago Santos ,W/L
11399,Mike de la Torre  vs. Godofredo Pepey ,L/W
11400,Michel Prazeres  vs. Gilbert Burns ,W/L
11401,Michinori Tanaka  vs. Rani Yahya ,L/W
11402,Dustin Ortiz  vs. Jussier Formiga ,L/W
11403,Luan Chagas  vs. Erick Silva ,L/W
11404,Stevie Ray  vs. Alan Patrick ,L/W
11405,Hector Urbina  vs. Vicente Luque ,L/W
11406,Gregor Gillespie  vs. Glaico Franca Moreira ,W/L
11407,Michael Johnson  vs. Dustin Poirier ,W/L
11408,Derek Brunson  vs. Uriah Hall ,W/L
11409,Ricky Glenn  vs. Evan Dunham ,L/W
11410,Kenny Robertson  vs. Roan Carneiro ,L/W
11411,Islam Makhachev  vs. Chris Wade ,W/L
11412,Maximo Blanco  vs. Chas Skelly ,L/W
11413,Sam Sicilia  vs. Gabriel Benitez ,L/W
11414,Belal Muhammad  vs. Augusto Montano ,W/L
11415,Leonardo Guimaraes  vs. Antonio Carlos Junior ,L/W
11416,Joey Gomez  vs. Jose Quinonez ,L/W
11417,Randy Brown  vs. Erick Montano ,W/L
11418,Albert Morales  vs. Alejandro Perez ,D/D
11419,Alistair Overeem  vs. Stipe Miocic ,L/W
11420,Travis Browne  vs. Fabricio Werdum ,L/W
11421,Mickey Gall  vs. CM Punk ,W/L
11422,Jimmie Rivera  vs. Urijah Faber ,W/L
11423,Joanne Wood  vs. Jessica Andrade ,L/W
11424,Bethe Correia  vs. Jessica Eye ,W/L
11425,Caio Magalhaes  vs. Brad Tavares ,L/W
11426,Michael McBride  vs. Nik Lentz ,L/W
11427,Jason Gonzalez  vs. Drew Dober ,L/W
11428,Sean Spencer  vs. Yancy Medeiros ,L/W
11429,Josh Barnett  vs. Andrei Arlovski ,W/L
11430,Jan Blachowicz  vs. Alexander Gustafsson ,L/W
11431,Ilir Latifi  vs. Ryan Bader ,L/W
11432,Tae Hyun Bang  vs. Nick Hein ,L/W
11433,Jim Wallhead  vs. Jessin Ayari ,L/W
11434,Nicolas Dalby  vs. Peter Sobotta ,L/W
11435,Veronica Macedo  vs. Ashlee Evans-Smith ,L/W
11436,Leandro Issa  vs. Taylor Lapilus ,L/W
11437,Christian Colombo  vs. Jarjis Danho ,D/D
11438,Jack Hermansson  vs. Scott Askham ,W/L
11439,Leandro Silva  vs. Rustam Khabilov ,L/W
11440,Carlos Condit  vs. Demian Maia ,L/W
11441,Charles Oliveira  vs. Anthony Pettis ,L/W
11442,Bec Rawlings  vs. Paige VanZant ,L/W
11443,Jim Miller  vs. Joe Lauzon ,W/L
11444,Kevin Casey  vs. Sam Alvey ,L/W
11445,Kyle Bochniak  vs. Enrique Barzola ,W/L
11446,Alessio Di Chirico  vs. Garreth McLellan ,W/L
11447,Felipe Silva  vs. Shane Campbell ,W/L
11448,Thibault Gouti  vs. Chad Laprise ,L/W
11449,Alex Ricci  vs. Jeremy Kennedy ,L/W
11450,Conor McGregor  vs. Nate Diaz ,W/L
11451,Glover Teixeira  vs. Anthony Johnson ,L/W
11452,Donald Cerrone  vs. Rick Story ,W/L
11453,Mike Perry  vs. Hyun Gyu Lim ,W/L
11454,Sabah Homasi  vs. Tim Means ,L/W
11455,Takeya Mizugaki  vs. Cody Garbrandt ,L/W
11456,Elizabeth Phillips  vs. Raquel Pennington ,L/W
11457,Chris Avila  vs. Artem Lobov ,L/W
11458,Cortney Casey  vs. Randa Markos ,W/L
11459,Lorenz Larkin  vs. Neil Magny ,W/L
11460,Max Griffin  vs. Colby Covington ,L/W
11461,Marvin Vettori  vs. Alberto Uda ,W/L
11462,Alex Caceres  vs. Yair Rodriguez ,L/W
11463,Rony Jason  vs. Dennis Bermudez ,L/W
11464,Chris Camozzi  vs. Thales Leites ,L/W
11465,Zak Cummings  vs. Santiago Ponzinibbio ,L/W
11466,Joseph Gigliotti  vs. Trevor Smith ,L/W
11467,Danielle Taylor  vs. Maryna Moroz ,L/W
11468,Dominique Steele  vs. Court McGee ,L/W
11469,Marcin Tybura  vs. Viktor Pesta ,W/L
11470,Jason Novelli  vs. David Teymur ,L/W
11471,Horacio Gutierrez  vs. Teruto Ishihara ,L/W
11472,Tatsuya Kawajiri  vs. Cub Swanson ,L/W
11473,Justin Ledet  vs. Chase Sherman ,W/L
11474,Tyron Woodley  vs. Robbie Lawler ,W/L
11475,Karolina Kowalkiewicz  vs. Rose Namajunas ,W/L
11476,Jake Ellenberger  vs. Matt Brown ,W/L
11477,Erik Perez  vs. Francisco Rivera ,W/L
11478,Fredy Serrano  vs. Ryan Benoit ,L/W
11479,Ed Herman  vs. Nikita Krylov ,L/W
11480,Jorge Masvidal  vs. Ross Pearson ,W/L
11481,Damian Grabowski  vs. Anthony Hamilton ,L/W
11482,Hector Sandoval  vs. Wilson Reis ,L/W
11483,Bojan Velickovic  vs. Michael Graves ,D/D
11484,Damien Brown  vs. Cesar Arzamendia ,W/L
11485,Valentina Shevchenko  vs. Holly Holm ,W/L
11486,Gilbert Melendez  vs. Edson Barboza ,L/W
11487,Bojan Mihajlovic  vs. Francis Ngannou ,L/W
11488,Kailin Curran  vs. Felice Herrig ,L/W
11489,Eddie Wineland  vs. Frankie Saenz ,W/L
11490,Godofredo Pepey  vs. Darren Elkins ,L/W
11491,Alexander Yakovlev  vs. Kamaru Usman ,L/W
11492,JC Cottrell  vs. Michel Prazeres ,L/W
11493,James Moontasri  vs. Alex Oliveira ,L/W
11494,Jason Knight  vs. Jim Alers ,W/L
11495,Dmitrii Smoliakov  vs. Luis Henrique ,L/W
11496,John Lineker  vs. Michael McDonald ,W/L
11497,Lando Vannata  vs. Tony Ferguson ,L/W
11498,Josh Samman  vs. Tim Boetsch ,L/W
11499,Daniel Omielanczuk  vs. Aleksei Oleinik ,W/L
11500,Keita Nakamura  vs. Kyle Noke ,W/L
11501,Ben Nguyen  vs. Louis Smolka ,L/W
11502,Katlyn Chookagian  vs. Lauren Murphy ,W/L
11503,Sam Alvey  vs. Eric Spicely ,W/L
11504,Cristina Stanciu  vs. Cortney Casey ,L/W
11505,Cody Pfister  vs. Scott Holtzman ,L/W
11506,Matthew Lopez  vs. Rani Yahya ,L/W
11507,Alex Nicholson  vs. Devin Clark ,W/L
11508,Amanda Nunes  vs. Miesha Tate ,W/L
11509,Mark Hunt  vs. Brock Lesnar ,NC/NC
11510,Anderson Silva  vs. Daniel Cormier ,L/W
11511,Frankie Edgar  vs. Jose Aldo ,L/W
11512,Travis Browne  vs. Cain Velasquez ,L/W
11513,Julianna Pena  vs. Cat Zingano ,W/L
11514,Kelvin Gastelum  vs. Johny Hendricks ,W/L
11515,Raphael Assuncao  vs. TJ Dillashaw ,L/W
11516,Enrique Marin  vs. Sage Northcutt ,L/W
11517,Joe Lauzon  vs. Diego Sanchez ,W/L
11518,Thiago Santos  vs. Gegard Mousasi ,L/W
11519,Takanori Gomi  vs. Jim Miller ,L/W
11520,Claudia Gadelha  vs. Joanna Jedrzejczyk ,L/W
11521,Khalil Rountree Jr.  vs. Andrew Sanchez ,L/W
11522,Amanda Cooper  vs. Tatiana Suarez ,L/W
11523,Will Brooks  vs. Ross Pearson ,W/L
11524,Thiago Tavares  vs. Dooho Choi ,L/W
11525,Andrew Holbrook  vs. Joaquim Silva ,L/W
11526,Fernando Bruno  vs. Gray Maynard ,L/W
11527,Matheus Nicolau  vs. John Moraga ,W/L
11528,Josh Stansbury  vs. Cory Hendricks ,W/L
11529,Anthony Smith  vs. Cezar Ferreira ,L/W
11530,Kevin Lee  vs. Jake Matthews ,W/L
11531,Anton Zafir  vs. Li Jingliang ,L/W
11532,Eddie Alvarez  vs. Rafael Dos Anjos ,W/L
11533,Derrick Lewis  vs. Roy Nelson ,W/L
11534,Belal Muhammad  vs. Alan Jouban ,L/W
11535,Mitch Clarke  vs. Joe Duffy ,L/W
11536,Alberto Mina  vs. Mike Pyle ,W/L
11537,Mehdi Baghdad  vs. John Makdessi ,L/W
11538,Dileno Lopes  vs. Anthony Birchak ,L/W
11539,Pedro Munhoz  vs. Russell Doane ,W/L
11540,Jerrod Sanders  vs. Felipe Arantes ,L/W
11541,Lukasz Sajewski  vs. Gilbert Burns ,L/W
11542,Reginaldo Vieira  vs. Marco Beltran ,L/W
11543,Alvaro Herrera Mendoza  vs. Vicente Luque ,L/W
11544,Stephen Thompson  vs. Rory MacDonald ,W/L
11545,Patrick Cote  vs. Donald Cerrone ,L/W
11546,Sean O'Connell  vs. Steve Bosse ,L/W
11547,Thibault Gouti  vs. Olivier Aubin-Mercier ,L/W
11548,Joanne Wood  vs. Valerie Letourneau ,W/L
11549,Leandro Silva  vs. Jason Saggo ,L/W
11550,Ion Cutelaba  vs. Misha Cirkunov ,L/W
11551,Krzysztof Jotko  vs. Tamdan McCrory ,W/L
11552,Joe Soto  vs. Chris Beal ,W/L
11553,Sam Alvey  vs. Elias Theodorou ,L/W
11554,Jocelyn Jones-Lybarger  vs. Randa Markos ,L/W
11555,Jonathan Meunier  vs. Colby Covington ,L/W
11556,Geane Herrera  vs. Ali Bagautinov ,L/W
11557,Michael Bisping  vs. Luke Rockhold ,W/L
11558,Urijah Faber  vs. Dominick Cruz ,L/W
11559,Ricardo Lamas  vs. Max Holloway ,L/W
11560,Hector Lombard  vs. Dan Henderson ,L/W
11561,Bobby Green  vs. Dustin Poirier ,L/W
11562,Clay Guida  vs. Brian Ortega ,L/W
11563,James Vick  vs. Beneil Dariush ,L/W
11564,Jessica Andrade  vs. Jessica Penne ,W/L
11565,Alex Caceres  vs. Cole Miller ,W/L
11566,Tom Breese  vs. Sean Strickland ,L/W
11567,Henrique da Silva  vs. Jonathan Wilson ,W/L
11568,Elvis Mutapcic  vs. Kevin Casey ,D/D
11569,Dong Hyun Ma  vs. Marco Polo Reyes ,L/W
11570,Cody Garbrandt  vs. Thomas Almeida ,W/L
11571,Jeremy Stephens  vs. Renan Barao ,W/L
11572,Rick Story  vs. Tarec Saffiedine ,W/L
11573,Vitor Miranda  vs. Chris Camozzi ,L/W
11574,Lorenz Larkin  vs. Jorge Masvidal ,W/L
11575,Paul Felder  vs. Joshua Burkman ,W/L
11576,Jessica Eye  vs. Sara McMann ,L/W
11577,Jordan Rinaldi  vs. Abel Trujillo ,L/W
11578,Alberto Uda  vs. Jake Collier ,L/W
11579,Shane Campbell  vs. Erik Koch ,L/W
11580,Bryan Caraway  vs. Aljamain Sterling ,W/L
11581,Adam Milstead  vs. Chris de la Rocha ,W/L
11582,Stipe Miocic  vs. Fabricio Werdum ,W/L
11583,Vitor Belfort  vs. Jacare Souza ,L/W
11584,Leslie Smith  vs. Cristiane Justino ,L/W
11585,Corey Anderson  vs. Mauricio Rua ,L/W
11586,Bryan Barberena  vs. Warlley Alves ,W/L
11587,Matt Brown  vs. Demian Maia ,L/W
11588,Nate Marquardt  vs. Thiago Santos ,L/W
11589,Yancy Medeiros  vs. Francisco Trinaldo ,L/W
11590,Rob Font  vs. John Lineker ,L/W
11591,Patrick Cummins  vs. Rogerio Nogueira ,L/W
11592,Luan Chagas  vs. Sergio Moraes ,D/D
11593,Zubaira Tukhugov  vs. Renato Moicano ,L/W
11594,Andrei Arlovski  vs. Alistair Overeem ,L/W
11595,Stefan Struve  vs. Antonio Silva ,W/L
11596,Gunnar Nelson  vs. Albert Tumenov ,W/L
11597,Anna Elmose  vs. Germaine de Randamie ,L/W
11598,Francimar Barroso  vs. Nikita Krylov ,L/W
11599,Heather Clark  vs. Karolina Kowalkiewicz ,L/W
11600,Chris Wade  vs. Rustam Khabilov ,L/W
11601,Garreth McLellan  vs. Magnus Cedenblad ,L/W
11602,Josh Emmett  vs. Jon Tuck ,W/L
11603,Reza Madadi  vs. Yan Cabral ,W/L
11604,Neil Seery  vs. Kyoji Horiguchi ,L/W
11605,Dominic Waters  vs. Leon Edwards ,L/W
11606,Willie Gates  vs. Yuta Sasaki ,L/W
11607,Ovince Saint Preux  vs. Jon Jones ,L/W
11608,Henry Cejudo  vs. Demetrious Johnson ,L/W
11609,Edson Barboza  vs. Anthony Pettis ,W/L
11610,Rafael Natal  vs. Robert Whittaker ,L/W
11611,Andre Fili  vs. Yair Rodriguez ,L/W
11612,Chris Kelades  vs. Sergio Pettis ,L/W
11613,Dominique Steele  vs. Danny Roberts ,L/W
11614,Juliana Lima  vs. Carla Esparza ,L/W
11615,James Vick  vs. Glaico Franca Moreira ,W/L
11616,Cody East  vs. Walt Harris ,L/W
11617,Clint Hester  vs. Marcos Rogerio de Lima ,L/W
11618,Kevin Lee  vs. Efrain Escudero ,W/L
11619,Rashad Evans  vs. Glover Teixeira ,L/W
11620,Tecia Torres  vs. Rose Namajunas ,L/W
11621,Darrell Horcher  vs. Khabib Nurmagomedov ,L/W
11622,Hacran Dias  vs. Cub Swanson ,L/W
11623,Michael Chiesa  vs. Beneil Dariush ,W/L
11624,Raquel Pennington  vs. Bethe Correia ,W/L
11625,Santiago Ponzinibbio  vs. Court McGee ,W/L
11626,Michael Graves  vs. Randy Brown ,W/L
11627,Manvel Gamburyan  vs. John Dodson ,L/W
11628,Cezar Ferreira  vs. Oluwale Bamgbose ,W/L
11629,Omari Akhmedov  vs. Elizeu Zaleski dos Santos ,L/W
11630,Junior Dos Santos  vs. Ben Rothwell ,W/L
11631,Gabriel Gonzaga  vs. Derrick Lewis ,L/W
11632,Curtis Blaydes  vs. Francis Ngannou ,L/W
11633,Marcin Tybura  vs. Timothy Johnson ,L/W
11634,Jan Blachowicz  vs. Igor Pokrajac ,W/L
11635,Cristina Stanciu  vs. Maryna Moroz ,L/W
11636,Zak Cummings  vs. Nicolas Dalby ,W/L
11637,Alejandro Perez  vs. Ian Entwistle ,W/L
11638,Damir Hadzovic  vs. Mairbek Taisumov ,L/W
11639,Damian Stasiak  vs. Filip Pejic ,W/L
11640,Lucas Martins  vs. Robert Whiteford ,W/L
11641,Cyril Asker  vs. Jared Cannonier ,L/W
11642,Bojan Velickovic  vs. Alessio Di Chirico ,W/L
11643,Frank Mir  vs. Mark Hunt ,L/W
11644,Neil Magny  vs. Hector Lombard ,W/L
11645,Johnny Case  vs. Jake Matthews ,L/W
11646,Antonio Carlos Junior  vs. Daniel Kelly ,L/W
11647,Steve Bosse  vs. James Te Huna ,W/L
11648,Seo Hee Ham  vs. Bec Rawlings ,L/W
11649,Alan Jouban  vs. Brendan O'Reilly ,W/L
11650,Mark Eddiva  vs. Dan Hooker ,L/W
11651,Rin Nakai  vs. Leslie Smith ,L/W
11652,Viscardi Andrade  vs. Richard Walsh ,W/L
11653,Chad Laprise  vs. Ross Pearson ,L/W
11654,Damien Brown  vs. Alan Patrick ,L/W
11655,Nate Diaz  vs. Conor McGregor ,W/L
11656,Miesha Tate  vs. Holly Holm ,W/L
11657,Ilir Latifi  vs. Gian Villante ,W/L
11658,Tom Lawlor  vs. Corey Anderson ,L/W
11659,Valentina Shevchenko  vs. Amanda Nunes ,L/W
11660,Siyar Bahadurzada  vs. Brandon Thatch ,W/L
11661,Nordine Taleb  vs. Erick Silva ,W/L
11662,Marcelo Guimaraes  vs. Vitor Miranda ,L/W
11663,Chas Skelly  vs. Darren Elkins ,L/W
11664,Jim Miller  vs. Diego Sanchez ,L/W
11665,Justin Salas  vs. Jason Saggo ,L/W
11666,Teruto Ishihara  vs. Julian Erosa ,W/L
11667,Michael Bisping  vs. Anderson Silva ,W/L
11668,Thales Leites  vs. Gegard Mousasi ,L/W
11669,Keita Nakamura  vs. Tom Breese ,L/W
11670,Brad Pickett  vs. Francisco Rivera ,W/L
11671,Makwan Amirkhani  vs. Mike Wilkinson ,W/L
11672,Marlon Vera  vs. Davey Grant ,L/W
11673,Chris Dempsey  vs. Scott Askham ,L/W
11674,Yaotzin Meza  vs. Arnold Allen ,L/W
11675,Krzysztof Jotko  vs. Brad Scott ,W/L
11676,Rustam Khabilov  vs. Norman Parke ,W/L
11677,Jarjis Danho  vs. Daniel Omielanczuk ,L/W
11678,Thibault Gouti  vs. Teemu Packalen ,L/W
11679,Martin Svensson  vs. David Teymur ,L/W
11680,Alex Oliveira  vs. Donald Cerrone ,L/W
11681,Roan Carneiro  vs. Derek Brunson ,L/W
11682,Augusto Mendes  vs. Cody Garbrandt ,L/W
11683,Tatsuya Kawajiri  vs. Dennis Bermudez ,L/W
11684,Joe Riggs  vs. Chris Camozzi ,L/W
11685,Shane Campbell  vs. James Krause ,L/W
11686,Sean Strickland  vs. Alex Garcia ,W/L
11687,Oluwale Bamgbose  vs. Daniel Sarafian ,W/L
11688,Leonardo Guimaraes  vs. Anthony Smith ,L/W
11689,Nathan Coy  vs. Jonavin Webb ,W/L
11690,Ashlee Evans-Smith  vs. Marion Reneau ,W/L
11691,Kelly Faszholz  vs. Lauren Murphy ,L/W
11692,Shamil Abdurakhimov  vs. Anthony Hamilton ,W/L
11693,Stephen Thompson  vs. Johny Hendricks ,W/L
11694,Jared Rosholt  vs. Roy Nelson ,L/W
11695,Rafael Cavalcante  vs. Ovince Saint Preux ,L/W
11696,Zach Makovsky  vs. Joseph Benavidez ,L/W
11697,Alex Nicholson  vs. Misha Cirkunov ,L/W
11698,Sean Spencer  vs. Mike Pyle ,L/W
11699,KJ Noons  vs. Joshua Burkman ,L/W
11700,Damian Grabowski  vs. Derrick Lewis ,L/W
11701,Justin Scoggins  vs. Ray Borg ,W/L
11702,Diego Rivas  vs. Noad Lahat ,W/L
11703,Mike Jackson  vs. Mickey Gall ,L/W
11704,Alex White  vs. Artem Lobov ,W/L
11705,Ryan Bader  vs. Anthony Johnson ,L/W
11706,Ben Rothwell  vs. Josh Barnett ,W/L
11707,Jimmie Rivera  vs. Iuri Alcantara ,W/L
11708,Bryan Barberena  vs. Sage Northcutt ,W/L
11709,Jake Ellenberger  vs. Tarec Saffiedine ,L/W
11710,Diego Ferreira  vs. Olivier Aubin-Mercier ,W/L
11711,Kevin Casey  vs. Rafael Natal ,L/W
11712,Wilson Reis  vs. Dustin Ortiz ,W/L
11713,Alexander Yakovlev  vs. George Sullivan ,W/L
11714,Masio Fullen  vs. Alex Caceres ,L/W
11715,Randy Brown  vs. Matt Dwyer ,W/L
11716,Levan Makashvili  vs. Damon Jackson ,D/D
11717,Felipe Olivieri  vs. Anthony Rocco Martin ,L/W
11718,Dominick Cruz  vs. TJ Dillashaw ,W/L
11719,Eddie Alvarez  vs. Anthony Pettis ,W/L
11720,Matt Mitrione  vs. Travis Browne ,L/W
11721,Francisco Trinaldo  vs. Ross Pearson ,W/L
11722,Ben Saunders  vs. Patrick Cote ,L/W
11723,Ed Herman  vs. Tim Boetsch ,W/L
11724,Mehdi Baghdad  vs. Chris Wade ,L/W
11725,Luke Sanders  vs. Maximo Blanco ,W/L
11726,Daron Cruickshank  vs. Paul Felder ,L/W
11727,Sean O'Connell  vs. Ilir Latifi ,L/W
11728,Kyle Bochniak  vs. Charles Rosa ,L/W
11729,Joey Gomez  vs. Rob Font ,L/W
11730,Elvis Mutapcic  vs. Francimar Barroso ,L/W
11731,Carlos Condit  vs. Robbie Lawler ,L/W
11732,Andrei Arlovski  vs. Stipe Miocic ,L/W
11733,Albert Tumenov  vs. Lorenz Larkin ,W/L
11734,Brian Ortega  vs. Diego Brandao ,W/L
11735,Tony Sims  vs. Abel Trujillo ,L/W
11736,Masanori Kanehara  vs. Michael McDonald ,L/W
11737,Alex Morono  vs. Kyle Noke ,W/L
11738,Nina Nunes  vs. Justine Kish ,L/W
11739,Drew Dober  vs. Scott Holtzman ,W/L
11740,Joe Duffy  vs. Dustin Poirier ,L/W
11741,Michinori Tanaka  vs. Joe Soto ,W/L
11742,Edgar Garcia  vs. Sheldon Westcott ,L/W
11743,Donald Cerrone  vs. Rafael Dos Anjos ,L/W
11744,Alistair Overeem  vs. Junior Dos Santos ,W/L
11745,Nate Diaz  vs. Michael Johnson ,W/L
11746,Karolina Kowalkiewicz  vs. Randa Markos ,W/L
11747,Myles Jury  vs. Charles Oliveira ,L/W
11748,Nate Marquardt  vs. CB Dollaway ,W/L
11749,Valentina Shevchenko  vs. Sarah Kaufman ,W/L
11750,Tamdan McCrory  vs. Josh Samman ,W/L
11751,Danny Castillo  vs. Nik Lentz ,L/W
11752,Jim Alers  vs. Cole Miller ,NC/NC
11753,Leon Edwards  vs. Kamaru Usman ,L/W
11754,Vicente Luque  vs. Hayder Hassan ,W/L
11755,Luis Henrique  vs. Francis Ngannou ,L/W
11756,Conor McGregor  vs. Jose Aldo ,W/L
11757,Luke Rockhold  vs. Chris Weidman ,W/L
11758,Yoel Romero  vs. Jacare Souza ,W/L
