Fight,OUTCOME
Patrick Cote  vs. Alan Belcher ,L/W
Tom Lawlor  vs. Joe Doerksen ,L/W
Marcus Davis  vs. Jonathan Goulet ,W/L
TJ Grant  vs. Johny Hendricks ,L/W
Joey Beltran  vs. Tim Hague ,W/L
Yoshiyuki Yoshida  vs. Mike Guymon ,L/W
Jason MacDonald  vs. John Salter ,L/W
Anderson Silva  vs. Demian Maia ,W/L
BJ Penn  vs. Frankie Edgar ,L/W
Matt Hughes  vs. Renzo Gracie ,W/L
Terry Etim  vs. Rafael Dos Anjos ,L/W
Kendall Grove  vs. Mark Munoz ,L/W
Alexander Gustafsson  vs. Phil Davis ,L/W
Nick Osipczak  vs. Rick Story ,L/W
DaMarques Johnson  vs. Brad Blackburn ,W/L
Paul Kelly  vs. Matt Veach ,W/L
Jon Madsen  vs. Mostapha Al-Turk ,W/L
Kenny Florian  vs. Takanori Gomi ,W/L
Roy Nelson  vs. Stefan Struve ,W/L
Nate Quarry  vs. Jorge Rivera ,L/W
Ross Pearson  vs. Dennis Siver ,W/L
Andre Winner  vs. Rafaello Oliveira ,W/L
Jacob Volkmann  vs. Ronys Torres ,W/L
Rob Emerson  vs. Nik Lentz ,L/W
Caol Uno  vs. Gleison Tibau ,L/W
Yushin Okami  vs. Lucio Linhares ,W/L
Gerald Harris  vs. Mario Miranda ,W/L
Charlie Brenneman  vs. Jason High ,W/L
Georges St-Pierre  vs. Dan Hardy ,W/L
Frank Mir  vs. Shane Carwin ,L/W
Kurt Pellegrino  vs. Fabricio Camoes ,W/L
Ben Saunders  vs. Jon Fitch ,L/W
Jim Miller  vs. Mark Bocek ,W/L
Nate Diaz  vs. Rory Markham ,W/L
Ricardo Almeida  vs. Matt Brown ,W/L
Rousimar Palhares  vs. Tomasz Drwal ,W/L
Rodney Wallace  vs. Jared Hamman ,L/W
Matthew Riddle  vs. Greg Soto ,W/L
Brandon Vera  vs. Jon Jones ,L/W
Junior Dos Santos  vs. Gabriel Gonzaga ,W/L
Cheick Kongo  vs. Paul Buentello ,W/L
Alessio Sakara  vs. James Irvin ,W/L
Clay Guida  vs. Shannon Gugerty ,W/L
Eliot Marshall  vs. Vladimir Matyushenko ,L/W
Duane Ludwig  vs. Darren Elkins ,L/W
John Howard  vs. Daniel Roberts ,W/L
Brendan Schaub  vs. Chase Gormley ,W/L
Mike Pierce  vs. Julio Paulino ,W/L
Eric Schafer  vs. Jason Brilz ,L/W
Cain Velasquez  vs. Antonio Rodrigo Nogueira ,W/L
Wanderlei Silva  vs. Michael Bisping ,W/L
George Sotiropoulos  vs. Joe Stevenson ,W/L
Ryan Bader  vs. Keith Jardine ,W/L
Mirko Filipovic  vs. Anthony Perosh ,W/L
Krzysztof Soszynski  vs. Stephan Bonnar ,W/L
Chris Lytle  vs. Brian Foster ,W/L
CB Dollaway  vs. Goran Reljic ,W/L
James Te Huna  vs. Igor Pokrajac ,W/L
Randy Couture  vs. Mark Coleman ,W/L
Chael Sonnen  vs. Nate Marquardt ,W/L
Paulo Thiago  vs. Mike Swick ,W/L
Demian Maia  vs. Dan Miller ,W/L
Matt Serra  vs. Frank Trigg ,W/L
Mac Danzig  vs. Justin Buchholz ,W/L
Melvin Guillard  vs. Ronys Torres ,W/L
Rob Emerson  vs. Phillipe Nover ,W/L
Phil Davis  vs. Brian Stann ,W/L
Chris Tuchscherer  vs. Tim Hague ,W/L
Joey Beltran  vs. Rolles Gracie ,W/L
Gray Maynard  vs. Nate Diaz ,W/L
Evan Dunham  vs. Efrain Escudero ,W/L
Aaron Simpson  vs. Tom Lawlor ,W/L
Amir Sadollah  vs. Brad Blackburn ,W/L
Chris Leben  vs. Jay Silva ,W/L
Rick Story  vs. Jesse Lennox ,W/L
Thiago Tavares  vs. Nik Lentz ,D/D
Rory MacDonald  vs. Mike Guymon ,W/L
Rafael Dos Anjos  vs. Kyle Bradley ,W/L
Gerald Harris  vs. John Salter ,W/L
Nick Catone  vs. Jesse Forbes ,W/L
Rashad Evans  vs. Thiago Silva ,W/L
Paul Daley  vs. Dustin Hazelett ,W/L
Sam Stout  vs. Joe Lauzon ,W/L
Jim Miller  vs. Duane Ludwig ,W/L
Junior Dos Santos  vs. Gilbert Yvel ,W/L
Martin Kampmann  vs. Jacob Volkmann ,W/L
Cole Miller  vs. Dan Lauzon ,W/L
Mark Munoz  vs. Ryan Jensen ,W/L
Jake Ellenberger  vs. Mike Pyle ,W/L
Rafaello Oliveira  vs. John Gunderson ,W/L
BJ Penn  vs. Diego Sanchez ,W/L
Frank Mir  vs. Cheick Kongo ,W/L
Jon Fitch  vs. Mike Pierce ,W/L
Kenny Florian  vs. Clay Guida ,W/L
Stefan Struve  vs. Paul Buentello ,W/L
Alan Belcher  vs. Wilson Gouveia ,W/L
Matt Wiman  vs. Shane Nelson ,W/L
Johny Hendricks  vs. Ricardo Funch ,W/L
Rousimar Palhares  vs. Lucio Linhares ,W/L
DaMarques Johnson  vs. Edgar Garcia ,W/L
TJ Grant  vs. Kevin Burns ,W/L
Roy Nelson  vs. Brendan Schaub ,W/L
Matt Hamill  vs. Jon Jones ,W/L
Kevin Ferguson  vs. Houston Alexander ,W/L
Frankie Edgar  vs. Matt Veach ,W/L
Matt Mitrione  vs. Marcus Jones ,W/L
James McSweeney  vs. Darrill Schoonover ,W/L
Jon Madsen  vs. Justin Wren ,W/L
Brian Stann  vs. Rodney Wallace ,W/L
John Howard  vs. Dennis Hallman ,W/L
Mark Bocek  vs. Joe Brammer ,W/L
Forrest Griffin  vs. Tito Ortiz ,W/L
Josh Koscheck  vs. Anthony Johnson ,W/L
Paulo Thiago  vs. Jacob Volkmann ,W/L
Rogerio Nogueira  vs. Luiz Cane ,W/L
Amir Sadollah  vs. Phil Baroni ,W/L
Ben Saunders  vs. Marcus Davis ,W/L
Kendall Grove  vs. Jake Rosholt ,W/L
Brian Foster  vs. Brock Larson ,W/L
Caol Uno  vs. Fabricio Camoes ,D/D
George Sotiropoulos  vs. Jason Dent ,W/L
Randy Couture  vs. Brandon Vera ,W/L
Dan Hardy  vs. Mike Swick ,W/L
Michael Bisping  vs. Denis Kang ,W/L
Matt Brown  vs. James Wilks ,W/L
Ross Pearson  vs. Aaron Riley ,W/L
John Hathaway  vs. Paul Taylor ,W/L
Terry Etim  vs. Shannon Gugerty ,W/L
Nick Osipczak  vs. Matthew Riddle ,W/L
Dennis Siver  vs. Paul Kelly ,W/L
Alexander Gustafsson  vs. Jared Hamman ,W/L
Andre Winner  vs. Rolando Delgado ,W/L
Lyoto Machida  vs. Mauricio Rua ,W/L
Cain Velasquez  vs. Ben Rothwell ,W/L
Gleison Tibau  vs. Josh Neer ,W/L
Joe Stevenson  vs. Spencer Fisher ,W/L
Anthony Johnson  vs. Yoshiyuki Yoshida ,W/L
Ryan Bader  vs. Eric Schafer ,W/L
Pat Barry  vs. Antoni Hardonk ,W/L
Chael Sonnen  vs. Yushin Okami ,W/L
Jorge Rivera  vs. Rob Kimmons ,W/L
Kyle Kingsbury  vs. Razak Al-Hassan ,W/L
Stefan Struve  vs. Chase Gormley ,W/L
Vitor Belfort  vs. Rich Franklin ,W/L
Junior Dos Santos  vs. Mirko Filipovic ,W/L
Paul Daley  vs. Martin Kampmann ,W/L
Josh Koscheck  vs. Frank Trigg ,W/L
Tyson Griffin  vs. Hermes Franca ,W/L
Efrain Escudero  vs. Cole Miller ,W/L
Tomasz Drwal  vs. Drew McFedries ,W/L
Jim Miller  vs. Steve Lopez ,W/L
Nik Lentz  vs. Rafaello Oliveira ,W/L
Rick Story  vs. Brian Foster ,W/L
Eliot Marshall  vs. Jason Brilz ,W/L
Vladimir Matyushenko  vs. Igor Pokrajac ,W/L
Rafael Dos Anjos  vs. Rob Emerson ,W/L
Nate Diaz  vs. Melvin Guillard ,W/L
Gray Maynard  vs. Roger Huerta ,W/L
Carlos Condit  vs. Jake Ellenberger ,W/L
Nate Quarry  vs. Tim Credeur ,W/L
Brian Stann  vs. Steve Cantwell ,W/L
Mike Pyle  vs. Chris Wilson ,W/L
CB Dollaway  vs. Jay Silva ,W/L
Jeremy Stephens  vs. Justin Buchholz ,W/L
Mike Pierce  vs. Brock Larson ,W/L
Ryan Jensen  vs. Steve Steinbeiss ,W/L
Antonio Rodrigo Nogueira  vs. Randy Couture ,W/L
Thiago Silva  vs. Keith Jardine ,W/L
Jake Rosholt  vs. Chris Leben ,W/L
Nate Marquardt  vs. Demian Maia ,W/L
Brandon Vera  vs. Krzysztof Soszynski ,W/L
Aaron Simpson  vs. Ed Herman ,W/L
Gabriel Gonzaga  vs. Chris Tuchscherer ,W/L
Mike Russow  vs. Justin McCully ,W/L
Todd Duffee  vs. Tim Hague ,W/L
Mark Munoz  vs. Nick Catone ,W/L
Evan Dunham  vs. Marcus Aurelio ,W/L
BJ Penn  vs. Kenny Florian ,W/L
Anderson Silva  vs. Forrest Griffin ,W/L
Aaron Riley  vs. Shane Nelson ,W/L
Johny Hendricks  vs. Amir Sadollah ,W/L
Ricardo Almeida  vs. Kendall Grove ,W/L
Kurt Pellegrino  vs. Josh Neer ,W/L
John Howard  vs. Tamdan McCrory ,W/L
Alessio Sakara  vs. Thales Leites ,W/L
Matthew Riddle  vs. Dan Cramer ,W/L
George Sotiropoulos  vs. George Roop ,W/L
Jesse Lennox  vs. Danillo Villefort ,W/L
Jon Fitch  vs. Paulo Thiago ,W/L
Brock Lesnar  vs. Frank Mir ,W/L
Georges St-Pierre  vs. Thiago Alves ,W/L
Dan Henderson  vs. Michael Bisping ,W/L
Yoshihiro Akiyama  vs. Alan Belcher ,W/L
Mark Coleman  vs. Stephan Bonnar ,W/L
Jim Miller  vs. Mac Danzig ,W/L
Jon Jones  vs. Jake O'Brien ,W/L
Dong Hyun Kim  vs. TJ Grant ,W/L
Tom Lawlor  vs. CB Dollaway ,W/L
Shannon Gugerty  vs. Matt Grice ,W/L
Diego Sanchez  vs. Clay Guida ,W/L
James Wilks  vs. DaMarques Johnson ,W/L
Chris Lytle  vs. Kevin Burns ,W/L
Ross Pearson  vs. Andre Winner ,W/L
Joe Stevenson  vs. Nate Diaz ,W/L
Melvin Guillard  vs. Gleison Tibau ,W/L
Brad Blackburn  vs. Edgar Garcia ,W/L
Tomasz Drwal  vs. Mike Ciesnolevicz ,W/L
Nick Osipczak  vs. Frank Lester ,W/L
Jason Dent  vs. Cameron Dollar ,W/L
Rich Franklin  vs. Wanderlei Silva ,W/L
Cain Velasquez  vs. Cheick Kongo ,W/L
Mirko Filipovic  vs. Mostapha Al-Turk ,W/L
Mike Swick  vs. Ben Saunders ,W/L
Spencer Fisher  vs. Caol Uno ,W/L
Dan Hardy  vs. Marcus Davis ,W/L
Terry Etim  vs. Justin Buchholz ,W/L
Dennis Siver  vs. Dale Hartt ,W/L
Paul Taylor  vs. Peter Sobotta ,W/L
Paul Kelly  vs. Rolando Delgado ,W/L
Stefan Struve  vs. Denis Stojnic ,W/L
John Hathaway  vs. Rick Story ,W/L
Lyoto Machida  vs. Rashad Evans ,W/L
Matt Hughes  vs. Matt Serra ,W/L
Drew McFedries  vs. Xavier Foupa-Pokam ,W/L
Chael Sonnen  vs. Dan Miller ,W/L
Frankie Edgar  vs. Sean Sherk ,W/L
Brock Larson  vs. Mike Pyle ,W/L
Tim Hague  vs. Pat Barry ,W/L
Kyle Bradley  vs. Phillipe Nover ,W/L
Krzysztof Soszynski  vs. Andre Gusmao ,W/L
Yoshiyuki Yoshida  vs. Brandon Wolff ,W/L
George Roop  vs. David Kaplan ,W/L
Anderson Silva  vs. Thales Leites ,W/L
Sam Stout  vs. Matt Wiman ,W/L
Mauricio Rua  vs. Chuck Liddell ,W/L
Krzysztof Soszynski  vs. Brian Stann ,W/L
Cheick Kongo  vs. Antoni Hardonk ,W/L
Luiz Cane  vs. Steve Cantwell ,W/L
Denis Kang  vs. Xavier Foupa-Pokam ,W/L
Nate Quarry  vs. Jason MacDonald ,W/L
Ed Herman  vs. David Loiseau ,W/L
Mark Bocek  vs. David Bielkheden ,W/L
TJ Grant  vs. Ryo Chonan ,W/L
Eliot Marshall  vs. Vinny Magalhaes ,W/L
Martin Kampmann  vs. Carlos Condit ,W/L
Ryan Bader  vs. Carmelo Marrero ,W/L
Tyson Griffin  vs. Rafael Dos Anjos ,W/L
Cole Miller  vs. Junie Browning ,W/L
Gleison Tibau  vs. Jeremy Stephens ,W/L
Ricardo Almeida  vs. Matt Horwich ,W/L
Brock Larson  vs. Jesse Sanders ,W/L
Tim Credeur  vs. Nick Catone ,W/L
Jorge Rivera  vs. Nissen Osterneck ,W/L
Rob Kimmons  vs. Joe Vedepo ,W/L
Aaron Simpson  vs. Tim McKenzie ,W/L
Quinton Jackson  vs. Keith Jardine ,W/L
Shane Carwin  vs. Gabriel Gonzaga ,W/L
Matt Brown  vs. Pete Sell ,W/L
Matt Hamill  vs. Mark Munoz ,W/L
Gray Maynard  vs. Jim Miller ,W/L
Tamdan McCrory  vs. Ryan Madigan ,W/L
Kendall Grove  vs. Jason Day ,W/L
Jason Brilz  vs. Tim Boetsch ,W/L
Brandon Vera  vs. Michael Patt ,W/L
Shane Nelson  vs. Aaron Riley ,W/L
Diego Sanchez  vs. Joe Stevenson ,W/L
Dan Hardy  vs. Rory Markham ,W/L
Nate Marquardt  vs. Wilson Gouveia ,W/L
Demian Maia  vs. Chael Sonnen ,W/L
Paulo Thiago  vs. Josh Koscheck ,W/L
Terry Etim  vs. Brian Cobb ,W/L
Junior Dos Santos  vs. Stefan Struve ,W/L
Evan Dunham  vs. Per Eklund ,W/L
Mike Ciesnolevicz  vs. Neil Grove ,W/L
Paul Kelly  vs. Troy Mandaloniz ,W/L
Joe Lauzon  vs. Jeremy Stephens ,W/L
Cain Velasquez  vs. Denis Stojnic ,W/L
Josh Neer  vs. Mac Danzig ,W/L
Anthony Johnson  vs. Luigi Fioravanti ,W/L
Kurt Pellegrino  vs. Rob Emerson ,W/L
Dan Miller  vs. Jake Rosholt ,W/L
Matt Veach  vs. Matt Grice ,W/L
Gleison Tibau  vs. Rich Clementi ,W/L
Nick Catone  vs. Derek Downey ,W/L
Matthew Riddle  vs. Steve Bruno ,W/L
Georges St-Pierre  vs. BJ Penn ,W/L
Lyoto Machida  vs. Thiago Silva ,W/L
Jon Jones  vs. Stephan Bonnar ,W/L
Karo Parisyan  vs. Dong Hyun Kim ,NC/NC
Clay Guida  vs. Nate Diaz ,W/L
Jon Fitch  vs. Akihiro Gono ,W/L
Thiago Tavares  vs. Manvel Gamburyan ,W/L
John Howard  vs. Chris Wilson ,W/L
Jake O'Brien  vs. Christian Wellisch ,W/L
Dan Cramer  vs. Matt Arroyo ,W/L
Dan Henderson  vs. Rich Franklin ,W/L
Mauricio Rua  vs. Mark Coleman ,W/L
Rousimar Palhares  vs. Jeremy Horn ,W/L
Alan Belcher  vs. Denis Kang ,W/L
Marcus Davis  vs. Chris Lytle ,W/L
John Hathaway  vs. Tom Egan ,W/L
Martin Kampmann  vs. Alexandre Barros ,W/L
Eric Schafer  vs. Antonio Mendes ,W/L
Tomasz Drwal  vs. Ivan Serati ,W/L
Dennis Siver  vs. Nate Mohr ,W/L
Rashad Evans  vs. Forrest Griffin ,W/L
Frank Mir  vs. Antonio Rodrigo Nogueira ,W/L
CB Dollaway  vs. Mike Massenzio ,W/L
Quinton Jackson  vs. Wanderlei Silva ,W/L
Cheick Kongo  vs. Mostapha Al-Turk ,W/L
Yushin Okami  vs. Dean Lister ,W/L
Antoni Hardonk  vs. Mike Wessel ,W/L
Matt Hamill  vs. Reese Andy ,W/L
Brad Blackburn  vs. Ryo Chonan ,W/L
Pat Barry  vs. Dan Evensen ,W/L
Efrain Escudero  vs. Phillipe Nover ,W/L
Ryan Bader  vs. Vinny Magalhaes ,W/L
Anthony Johnson  vs. Kevin Burns ,W/L
Wilson Gouveia  vs. Jason MacDonald ,W/L
Junie Browning  vs. David Kaplan ,W/L
Krzysztof Soszynski  vs. Shane Primm ,W/L
Eliot Marshall  vs. Jules Bruchez ,W/L
Tom Lawlor  vs. Kyle Kingsbury ,W/L
Shane Nelson  vs. George Roop ,W/L
Rolando Delgado  vs. John Polakowski ,W/L
Josh Koscheck  vs. Yoshiyuki Yoshida ,W/L
Mike Swick  vs. Jonathan Goulet ,W/L
Steve Cantwell  vs. Razak Al-Hassan ,W/L
Tim Credeur  vs. Nate Loughran ,W/L
Jim Miller  vs. Matt Wiman ,W/L
Luigi Fioravanti  vs. Brodie Farber ,W/L
Steve Bruno  vs. Johnny Rees ,W/L
Ben Saunders  vs. Brandon Wolff ,W/L
Dale Hartt  vs. Corey Hill ,W/L
Justin McCully  vs. Eddie Sanchez ,W/L
Brock Lesnar  vs. Randy Couture ,W/L
Kenny Florian  vs. Joe Stevenson ,W/L
Dustin Hazelett  vs. Tamdan McCrory ,W/L
Gabriel Gonzaga  vs. Josh Hendricks ,W/L
Demian Maia  vs. Nate Quarry ,W/L
Aaron Riley  vs. Jorge Gurgel ,W/L
Jeremy Stephens  vs. Rafael Dos Anjos ,W/L
Mark Bocek  vs. Alvin Robinson ,W/L
Matt Brown  vs. Ryan Thomas ,W/L
Anderson Silva  vs. Patrick Cote ,W/L
Thiago Alves  vs. Josh Koscheck ,W/L
Gray Maynard  vs. Rich Clementi ,W/L
Junior Dos Santos  vs. Fabricio Werdum ,W/L
Sean Sherk  vs. Tyson Griffin ,W/L
Thales Leites  vs. Drew McFedries ,W/L
Spencer Fisher  vs. Shannon Gugerty ,W/L
Dan Miller  vs. Matt Horwich ,W/L
Hermes Franca  vs. Marcus Aurelio ,W/L
Pete Sell  vs. Joshua Burkman ,W/L
Michael Bisping  vs. Chris Leben ,W/L
Keith Jardine  vs. Brandon Vera ,W/L
Luiz Cane  vs. Rameau Thierry Sokoudjou ,W/L
Chris Lytle  vs. Paul Taylor ,W/L
Marcus Davis  vs. Paul Kelly ,W/L
Dan Hardy  vs. Akihiro Gono ,W/L
Shane Carwin  vs. Neil Wain ,W/L
David Bielkheden  vs. Jess Liaudin ,W/L
Terry Etim  vs. Sam Stout ,W/L
Jim Miller  vs. David Baron ,W/L
Per Eklund  vs. Samy Schiavo ,W/L
Nate Diaz  vs. Josh Neer ,W/L
Clay Guida  vs. Mac Danzig ,W/L
Alan Belcher  vs. Ed Herman ,W/L
Eric Schafer  vs. Houston Alexander ,W/L
Alessio Sakara  vs. Joe Vedepo ,W/L
Wilson Gouveia  vs. Ryan Jensen ,W/L
Joe Lauzon  vs. Kyle Bradley ,W/L
Jason Brilz  vs. Brad Morris ,W/L
Mike Massenzio  vs. Drew McFedries ,W/L
Dan Miller  vs. Rob Kimmons ,W/L
Rashad Evans  vs. Chuck Liddell ,W/L
Rich Franklin  vs. Matt Hamill ,W/L
Dan Henderson  vs. Rousimar Palhares ,W/L
Nate Marquardt  vs. Martin Kampmann ,W/L
Dong Hyun Kim  vs. Matt Brown ,W/L
Kurt Pellegrino  vs. Thiago Tavares ,W/L
Tim Boetsch  vs. Michael Patt ,W/L
Jason MacDonald  vs. Jason Lambert ,W/L
Ryo Chonan  vs. Roan Carneiro ,W/L
Georges St-Pierre  vs. Jon Fitch ,W/L
Brock Lesnar  vs. Heath Herring ,W/L
Rob Emerson  vs. Manvel Gamburyan ,W/L
Kenny Florian  vs. Roger Huerta ,W/L
Demian Maia  vs. Jason MacDonald ,W/L
Tamdan McCrory  vs. Luke Cummo ,W/L
Cheick Kongo  vs. Dan Evensen ,W/L
Jon Jones  vs. Andre Gusmao ,W/L
Chris Wilson  vs. Steve Bruno ,W/L
Ben Saunders  vs. Ryan Thomas ,W/L
Anderson Silva  vs. James Irvin ,W/L
Brandon Vera  vs. Reese Andy ,W/L
Frankie Edgar  vs. Hermes Franca ,W/L
Cain Velasquez  vs. Jake O'Brien ,W/L
Kevin Burns  vs. Anthony Johnson ,W/L
CB Dollaway  vs. Jesse Taylor ,W/L
Tim Credeur  vs. Cale Yarbrough ,W/L
Rory Markham  vs. Brodie Farber ,W/L
Nate Loughran  vs. Johnny Rees ,W/L
Brad Blackburn  vs. James Giboo ,W/L
Shannon Gugerty  vs. Dale Hartt ,W/L
Forrest Griffin  vs. Quinton Jackson ,W/L
Patrick Cote  vs. Ricardo Almeida ,W/L
Joe Stevenson  vs. Gleison Tibau ,W/L
Josh Koscheck  vs. Chris Lytle ,W/L
Tyson Griffin  vs. Marcus Aurelio ,W/L
Gabriel Gonzaga  vs. Justin McCully ,W/L
Cole Miller  vs. Jorge Gurgel ,W/L
Melvin Guillard  vs. Dennis Siver ,W/L
Justin Buchholz  vs. Corey Hill ,W/L
Kendall Grove  vs. Evan Tanner ,W/L
Amir Sadollah  vs. CB Dollaway ,W/L
Diego Sanchez  vs. Luigi Fioravanti ,W/L
Spencer Fisher  vs. Jeremy Stephens ,W/L
Matthew Riddle  vs. Dante Rivera ,W/L
Dustin Hazelett  vs. Joshua Burkman ,W/L
Drew McFedries  vs. Marvin Eastman ,W/L
Matt Brown  vs. Matt Arroyo ,W/L
Dean Lister  vs. Jeremy Horn ,W/L
Rob Kimmons  vs. Rob Yundt ,W/L
Thiago Alves  vs. Matt Hughes ,W/L
Michael Bisping  vs. Jason Day ,W/L
Mike Swick  vs. Marcus Davis ,W/L
Thales Leites  vs. Nate Marquardt ,W/L
Fabricio Werdum  vs. Brandon Vera ,W/L
Martin Kampmann  vs. Jorge Rivera ,W/L
Matt Wiman  vs. Thiago Tavares ,W/L
Kevin Burns  vs. Roan Carneiro ,W/L
Luiz Cane  vs. Jason Lambert ,W/L
Paul Taylor  vs. Jess Liaudin ,W/L
Antoni Hardonk  vs. Eddie Sanchez ,W/L
BJ Penn  vs. Sean Sherk ,W/L
Wanderlei Silva  vs. Keith Jardine ,W/L
Goran Reljic  vs. Wilson Gouveia ,W/L
Lyoto Machida  vs. Tito Ortiz ,W/L
Thiago Silva  vs. Antonio Mendes ,W/L
Rousimar Palhares  vs. Ivan Salaverry ,W/L
Rameau Thierry Sokoudjou  vs. Kazuhiro Nakamura ,W/L
Rich Clementi  vs. Terry Etim ,W/L
Yoshiyuki Yoshida  vs. War Machine ,W/L
Dong Hyun Kim  vs. Jason Tan ,W/L
Shane Carwin  vs. Christian Wellisch ,W/L
Georges St-Pierre  vs. Matt Serra ,W/L
Rich Franklin  vs. Travis Lutter ,W/L
Nate Quarry  vs. Kalib Starnes ,W/L
Michael Bisping  vs. Charles McCarthy ,W/L
Mac Danzig  vs. Mark Bocek ,W/L
Jason MacDonald  vs. Joe Doerksen ,W/L
Jason Day  vs. Alan Belcher ,W/L
Demian Maia  vs. Ed Herman ,W/L
Rich Clementi  vs. Sam Stout ,W/L
Cain Velasquez  vs. Brad Morris ,W/L
Jonathan Goulet  vs. Kuniyoshi Hironaka ,W/L
Kenny Florian  vs. Joe Lauzon ,W/L
Gray Maynard  vs. Frankie Edgar ,W/L
Thiago Alves  vs. Karo Parisyan ,W/L
Matt Hamill  vs. Tim Boetsch ,W/L
Nate Diaz  vs. Kurt Pellegrino ,W/L
James Irvin  vs. Houston Alexander ,W/L
Josh Neer  vs. Din Thomas ,W/L
Marcus Aurelio  vs. Ryan Roberts ,W/L
Manvel Gamburyan  vs. Jeff Cox ,W/L
Clay Guida  vs. Samy Schiavo ,W/L
George Sotiropoulos  vs. Roman Mitichyan ,W/L
Anthony Johnson  vs. Tommy Speer ,W/L
Anderson Silva  vs. Dan Henderson ,W/L
Heath Herring  vs. Cheick Kongo ,W/L
Chris Leben  vs. Alessio Sakara ,W/L
Yushin Okami  vs. Evan Tanner ,W/L
Jon Fitch  vs. Chris Wilson ,W/L
Andrei Arlovski  vs. Jake O'Brien ,W/L
Luigi Fioravanti  vs. Luke Cummo ,W/L
Josh Koscheck  vs. Dustin Hazelett ,W/L
Diego Sanchez  vs. David Bielkheden ,W/L
Jorge Gurgel  vs. John Halverson ,W/L
Antonio Rodrigo Nogueira  vs. Tim Sylvia ,W/L
Frank Mir  vs. Brock Lesnar ,W/L
Nate Marquardt  vs. Jeremy Horn ,W/L
Ricardo Almeida  vs. Rob Yundt ,W/L
Tyson Griffin  vs. Gleison Tibau ,W/L
Chris Lytle  vs. Kyle Bradley ,W/L
Tim Boetsch  vs. David Heath ,W/L
Marvin Eastman  vs. Terry Martin ,W/L
Rob Emerson  vs. Keita Nakamura ,W/L
Mike Swick  vs. Joshua Burkman ,W/L
Patrick Cote  vs. Drew McFedries ,W/L
Thiago Tavares  vs. Michihiro Omigawa ,W/L
Nate Diaz  vs. Alvin Robinson ,W/L
Kurt Pellegrino  vs. Alberto Crane ,W/L
Gray Maynard  vs. Dennis Siver ,W/L
Jeremy Stephens  vs. Cole Miller ,W/L
Corey Hill  vs. Joe Veres ,W/L
Matt Wiman  vs. Justin Buchholz ,W/L
BJ Penn  vs. Joe Stevenson ,W/L
Fabricio Werdum  vs. Gabriel Gonzaga ,W/L
Marcus Davis  vs. Jess Liaudin ,W/L
Wilson Gouveia  vs. Jason Lambert ,W/L
Jorge Rivera  vs. Kendall Grove ,W/L
Antoni Hardonk  vs. Colin Robinson ,W/L
Paul Kelly  vs. Paul Taylor ,W/L
Alessio Sakara  vs. James Lee ,W/L
Sam Stout  vs. Per Eklund ,W/L
Georges St-Pierre  vs. Matt Hughes ,W/L
Chuck Liddell  vs. Wanderlei Silva ,W/L
Eddie Sanchez  vs. Soa Palelei ,W/L
Lyoto Machida  vs. Rameau Thierry Sokoudjou ,W/L
Rich Clementi  vs. Melvin Guillard ,W/L
James Irvin  vs. Luiz Cane ,W/L
Manvel Gamburyan  vs. Nate Mohr ,W/L
Dean Lister  vs. Jordan Radev ,W/L
Roan Carneiro  vs. Tony DeSouza ,W/L
Mark Bocek  vs. Doug Evans ,W/L
Roger Huerta  vs. Clay Guida ,W/L
Mac Danzig  vs. Tommy Speer ,W/L
War Machine  vs. Jared Rollins ,W/L
George Sotiropoulos  vs. Billy Miles ,W/L
Ben Saunders  vs. Dan Barrera ,W/L
Troy Mandaloniz  vs. Richie Hightower ,W/L
Matt Arroyo  vs. John Kolosci ,W/L
Roman Mitichyan  vs. Dorian Price ,W/L
Jonathan Goulet  vs. Paul Georgieff ,W/L
Rashad Evans  vs. Michael Bisping ,W/L
Thiago Silva  vs. Houston Alexander ,W/L
Karo Parisyan  vs. Ryo Chonan ,W/L
Ed Herman  vs. Joe Doerksen ,W/L
Frankie Edgar  vs. Spencer Fisher ,W/L
Thiago Alves  vs. Chris Lytle ,W/L
Joe Lauzon  vs. Jason Reinhardt ,W/L
Marcus Aurelio  vs. Luke Caudillo ,W/L
Akihiro Gono  vs. Tamdan McCrory ,W/L
Anderson Silva  vs. Rich Franklin ,W/L
Tim Sylvia  vs. Brandon Vera ,W/L
Alvin Robinson  vs. Jorge Gurgel ,W/L
Stephan Bonnar  vs. Eric Schafer ,W/L
Alan Belcher  vs. Kalib Starnes ,W/L
Yushin Okami  vs. Jason MacDonald ,W/L
Demian Maia  vs. Ryan Jensen ,W/L
Joshua Burkman  vs. Forrest Petz ,W/L
Matt Grice  vs. Jason Black ,W/L
Keith Jardine  vs. Chuck Liddell ,W/L
Forrest Griffin  vs. Mauricio Rua ,W/L
Jon Fitch  vs. Diego Sanchez ,W/L
Lyoto Machida  vs. Kazuhiro Nakamura ,W/L
Tyson Griffin  vs. Thiago Tavares ,W/L
Rich Clementi  vs. Anthony Johnson ,W/L
Jeremy Stephens  vs. Diego Saraiva ,W/L
Christian Wellisch  vs. Scott Junk ,W/L
Matt Wiman  vs. Michihiro Omigawa ,W/L
Kenny Florian  vs. Din Thomas ,W/L
Chris Leben  vs. Terry Martin ,W/L
Nate Diaz  vs. Junior Assuncao ,W/L
Nate Quarry  vs. Pete Sell ,W/L
Luke Cummo  vs. Edilberto de Oliveira ,W/L
